Country,Date,Exchange Rate ($)
Brazil,REF_AREA,BR
Russia,2022-08,66.0
Russia,2022-09,68.43
Russia,2022-10,67.99
South Africa,REF_AREA,ZA
South Africa,1994-01,224.86
South Africa,1994-02,221.86
South Africa,1994-03,220.35
South Africa,1994-04,213.96
South Africa,1994-05,209.69
South Africa,1994-06,209.12
South Africa,1994-07,202.96
South Africa,1994-08,206.9
South Africa,1994-09,207.65
South Africa,1994-10,206.18
South Africa,1994-11,208.18
South Africa,1994-12,209.26
South Africa,1995-01,208.74
South Africa,1995-02,206.06
South Africa,1995-03,197.42
South Africa,1995-04,193.28
South Africa,1995-05,191.87
South Africa,1995-06,191.27
South Africa,1995-07,192.52
South Africa,1995-08,197.99
South Africa,1995-09,199.52
South Africa,1995-10,197.66
South Africa,1995-11,198.49
South Africa,1995-12,199.36
South Africa,1996-01,202.61
South Africa,1996-02,196.89
South Africa,1996-03,188.43
South Africa,1996-04,176.74
South Africa,1996-05,171.29
South Africa,1996-06,172.26
South Africa,1996-07,169.85
South Africa,1996-08,164.13
South Africa,1996-09,165.95
South Africa,1996-10,163.89
South Africa,1996-11,159.53
South Africa,1996-12,160.39
South Africa,1997-01,164.58
South Africa,1997-02,175.92
South Africa,1997-03,178.07
South Africa,1997-04,178.45
South Africa,1997-05,176.09
South Africa,1997-06,174.93
South Africa,1997-07,174.96
South Africa,1997-08,174.11
South Africa,1997-09,173.17
South Africa,1997-10,171.59
South Africa,1997-11,167.26
South Africa,1997-12,171.89
South Africa,1998-01,173.55
South Africa,1998-02,172.12
South Africa,1998-03,170.58
South Africa,1998-04,167.73
South Africa,1998-05,166.35
South Africa,1998-06,159.47
South Africa,1998-07,137.72
South Africa,1998-08,136.56
South Africa,1998-09,137.5
South Africa,1998-10,140.58
South Africa,1998-11,145.38
South Africa,1998-12,138.39
South Africa,1999-01,136.82
South Africa,1999-02,137.09
South Africa,1999-03,137.32
South Africa,1999-04,139.71
South Africa,1999-05,138.83
South Africa,1999-06,142.13
South Africa,1999-07,142.06
South Africa,1999-08,139.51
South Africa,1999-09,140.84
South Africa,1999-10,138.61
South Africa,1999-11,139.38
South Africa,1999-12,140.03
South Africa,2000-01,140.39
South Africa,2000-02,138.6
South Africa,2000-03,136.07
South Africa,2000-04,133.63
South Africa,2000-05,129.45
South Africa,2000-06,129.07
South Africa,2000-07,130.71
South Africa,2000-08,131.32
South Africa,2000-09,129.96
South Africa,2000-10,125.92
South Africa,2000-11,123.15
South Africa,2000-12,121.65
South Africa,2001-01,118.03
South Africa,2001-02,118.57
South Africa,2001-03,119.29
South Africa,2001-04,118.01
South Africa,2001-05,120.42
South Africa,2001-06,120.69
South Africa,2001-07,118.5
South Africa,2001-08,114.19
South Africa,2001-09,108.99
South Africa,2001-10,102.26
South Africa,2001-11,98.28
South Africa,2001-12,82.33
South Africa,2002-01,83.3
South Africa,2002-02,84.95
South Africa,2002-03,84.16
South Africa,2002-04,87.0
South Africa,2002-05,93.35
South Africa,2002-06,91.05
South Africa,2002-07,89.66
South Africa,2002-08,86.28
South Africa,2002-09,86.3
South Africa,2002-10,89.25
South Africa,2002-11,94.09
South Africa,2002-12,100.75
South Africa,2003-01,101.28
South Africa,2003-02,105.75
South Africa,2003-03,108.98
South Africa,2003-04,114.07
South Africa,2003-05,109.83
South Africa,2003-06,106.28
South Africa,2003-07,112.63
South Africa,2003-08,116.31
South Africa,2003-09,116.39
South Africa,2003-10,118.92
South Africa,2003-11,123.0
South Africa,2003-12,124.28
South Africa,2004-01,114.04
South Africa,2004-02,116.96
South Africa,2004-03,121.35
South Africa,2004-04,123.34
South Africa,2004-05,120.76
South Africa,2004-06,126.17
South Africa,2004-07,131.7
South Africa,2004-08,125.84
South Africa,2004-09,123.82
South Africa,2004-10,125.07
South Africa,2004-11,128.63
South Africa,2004-12,133.08
South Africa,2005-01,128.82
South Africa,2005-02,128.11
South Africa,2005-03,127.03
South Africa,2005-04,125.94
South Africa,2005-05,123.11
South Africa,2005-06,117.93
South Africa,2005-07,120.03
South Africa,2005-08,122.77
South Africa,2005-09,124.99
South Africa,2005-10,122.47
South Africa,2005-11,122.62
South Africa,2005-12,127.82
South Africa,2006-01,131.28
South Africa,2006-02,131.65
South Africa,2006-03,128.61
South Africa,2006-04,130.75
South Africa,2006-05,122.45
South Africa,2006-06,112.17
South Africa,2006-07,110.49
South Africa,2006-08,111.9
South Africa,2006-09,105.03
South Africa,2006-10,102.44
South Africa,2006-11,106.33
South Africa,2006-12,108.11
South Africa,2007-01,106.97
South Africa,2007-02,106.83
South Africa,2007-03,103.32
South Africa,2007-04,105.64
South Africa,2007-05,106.93
South Africa,2007-06,105.01
South Africa,2007-07,106.26
South Africa,2007-08,102.98
South Africa,2007-09,103.21
South Africa,2007-10,106.83
South Africa,2007-11,105.72
South Africa,2007-12,104.42
South Africa,2008-01,100.96
South Africa,2008-02,91.96
South Africa,2008-03,85.93
South Africa,2008-04,87.44
South Africa,2008-05,90.04
South Africa,2008-06,86.61
South Africa,2008-07,89.32
South Africa,2008-08,91.57
South Africa,2008-09,89.13
South Africa,2008-10,77.12
South Africa,2008-11,76.24
South Africa,2008-12,75.63
South Africa,2009-01,76.69
South Africa,2009-02,77.65
South Africa,2009-03,78.15
South Africa,2009-04,85.25
South Africa,2009-05,89.15
South Africa,2009-06,91.58
South Africa,2009-07,92.18
South Africa,2009-08,91.37
South Africa,2009-09,95.42
South Africa,2009-10,94.73
South Africa,2009-11,93.76
South Africa,2009-12,95.23
South Africa,2010-01,96.13
South Africa,2010-02,95.24
South Africa,2010-03,98.67
South Africa,2010-04,99.62
South Africa,2010-05,98.83
South Africa,2010-06,99.85
South Africa,2010-07,98.72
South Africa,2010-08,100.95
South Africa,2010-09,102.28
South Africa,2010-10,102.08
South Africa,2010-11,101.91
South Africa,2010-12,105.71
South Africa,2011-01,103.11
South Africa,2011-02,98.49
South Africa,2011-03,101.21
South Africa,2011-04,102.48
South Africa,2011-05,100.41
South Africa,2011-06,101.19
South Africa,2011-07,101.07
South Africa,2011-08,96.72
South Africa,2011-09,92.94
South Africa,2011-10,88.67
South Africa,2011-11,87.13
South Africa,2011-12,87.97
South Africa,2012-01,90.07
South Africa,2012-02,92.83
South Africa,2012-03,94.07
South Africa,2012-04,91.54
South Africa,2012-05,89.12
South Africa,2012-06,87.87
South Africa,2012-07,89.63
South Africa,2012-08,88.82
South Africa,2012-09,87.22
South Africa,2012-10,83.1
South Africa,2012-11,82.12
South Africa,2012-12,83.27
South Africa,2013-01,81.64
South Africa,2013-02,81.12
South Africa,2013-03,79.56
South Africa,2013-04,80.22
South Africa,2013-05,78.21
South Africa,2013-06,73.14
South Africa,2013-07,74.47
South Africa,2013-08,72.87
South Africa,2013-09,73.43
South Africa,2013-10,72.9
South Africa,2013-11,71.51
South Africa,2013-12,70.14
South Africa,2014-01,67.25
South Africa,2014-02,66.58
South Africa,2014-03,67.77
South Africa,2014-04,69.0
South Africa,2014-05,69.89
South Africa,2014-06,68.45
South Africa,2014-07,68.48
South Africa,2014-08,69.0
South Africa,2014-09,68.16
South Africa,2014-10,68.29
South Africa,2014-11,69.12
South Africa,2014-12,67.64
South Africa,2015-01,68.6
South Africa,2015-02,69.31
South Africa,2015-03,67.91
South Africa,2015-04,68.08
South Africa,2015-05,67.47
South Africa,2015-06,65.84
South Africa,2015-07,65.68
South Africa,2015-08,63.87
South Africa,2015-09,60.6
South Africa,2015-10,60.99
South Africa,2015-11,59.35
South Africa,2015-12,55.94
South Africa,2016-01,51.99
South Africa,2016-02,53.22
South Africa,2016-03,53.92
South Africa,2016-04,56.16
South Africa,2016-05,53.8
South Africa,2016-06,54.83
South Africa,2016-07,57.93
South Africa,2016-08,60.12
South Africa,2016-09,59.05
South Africa,2016-10,60.25
South Africa,2016-11,61.35
South Africa,2016-12,62.7
South Africa,2017-01,63.81
South Africa,2017-02,65.14
South Africa,2017-03,66.38
South Africa,2017-04,63.42
South Africa,2017-05,63.63
South Africa,2017-06,64.81
South Africa,2017-07,63.0
South Africa,2017-08,61.68
South Africa,2017-09,61.57
South Africa,2017-10,59.74
South Africa,2017-11,58.22
South Africa,2017-12,62.16
South Africa,2018-01,65.29
South Africa,2018-02,66.77
South Africa,2018-03,66.68
South Africa,2018-04,65.5
South Africa,2018-05,64.78
South Africa,2018-06,61.81
South Africa,2018-07,62.09
South Africa,2018-08,59.74
South Africa,2018-09,57.01
South Africa,2018-10,58.55
South Africa,2018-11,60.46
South Africa,2018-12,59.6
South Africa,2019-01,60.7
South Africa,2019-02,60.96
South Africa,2019-03,58.67
South Africa,2019-04,59.87
South Africa,2019-05,59.24
South Africa,2019-06,58.29
South Africa,2019-07,60.62
South Africa,2019-08,56.91
South Africa,2019-09,58.48
South Africa,2019-10,57.91
South Africa,2019-11,58.24
South Africa,2019-12,59.53
South Africa,2020-01,59.4
South Africa,2020-02,57.75
South Africa,2020-03,52.42
South Africa,2020-04,47.7
South Africa,2020-05,48.65
South Africa,2020-06,50.68
South Africa,2020-07,51.25
South Africa,2020-08,49.07
South Africa,2020-09,50.42
South Africa,2020-10,51.2
South Africa,2020-11,53.6
South Africa,2020-12,55.07
South Africa,2021-01,54.0
South Africa,2021-02,55.41
South Africa,2021-03,55.36
South Africa,2021-04,57.5
South Africa,2021-05,58.3
South Africa,2021-06,59.12
South Africa,2021-07,57.36
South Africa,2021-08,56.5
South Africa,2021-09,57.27
South Africa,2021-10,56.6
South Africa,2021-11,54.57
South Africa,2021-12,53.74
South Africa,2022-01,54.9
South Africa,2022-02,55.79
South Africa,2022-03,57.63
South Africa,2022-04,58.24
South Africa,2022-05,56.37
South Africa,2022-06,57.0
South Africa,2022-07,54.58
South Africa,2022-08,55.18
South Africa,2022-09,53.9
South Africa,2022-10,52.98
Germany,REF_AREA,DE
Germany,1964-01,40.14
Germany,1964-02,40.19
Germany,1964-03,40.17
Germany,1964-04,40.17
Germany,1964-05,40.5
Germany,1964-06,40.53
Germany,1964-07,40.53
Germany,1964-08,40.51
Germany,1964-09,40.5
Germany,1964-10,40.51
Germany,1964-11,40.47
Germany,1964-12,40.45
Germany,1965-01,40.42
Germany,1965-02,40.43
Germany,1965-03,40.48
Germany,1965-04,40.49
Germany,1965-05,40.43
Germany,1965-06,40.28
Germany,1965-07,40.22
Germany,1965-08,40.15
Germany,1965-09,40.16
Germany,1965-10,40.21
Germany,1965-11,40.24
Germany,1965-12,40.24
Germany,1966-01,40.15
Germany,1966-02,40.14
Germany,1966-03,40.16
Germany,1966-04,40.16
Germany,1966-05,40.13
Germany,1966-06,40.24
Germany,1966-07,40.36
Germany,1966-08,40.38
Germany,1966-09,40.45
Germany,1966-10,40.55
Germany,1966-11,40.61
Germany,1966-12,40.66
Germany,1967-01,40.61
Germany,1967-02,40.63
Germany,1967-03,40.61
Germany,1967-04,40.6
Germany,1967-05,40.52
Germany,1967-06,40.48
Germany,1967-07,40.27
Germany,1967-08,40.26
Germany,1967-09,40.26
Germany,1967-10,40.39
Germany,1967-11,40.87
Germany,1967-12,41.48
Germany,1968-01,41.34
Germany,1968-02,41.36
Germany,1968-03,41.49
Germany,1968-04,41.56
Germany,1968-05,41.61
Germany,1968-06,41.51
Germany,1968-07,41.37
Germany,1968-08,41.31
Germany,1968-09,41.74
Germany,1968-10,41.68
Germany,1968-11,41.72
Germany,1968-12,41.5
Germany,1969-01,41.42
Germany,1969-02,41.29
Germany,1969-03,41.3
Germany,1969-04,41.4
Germany,1969-05,41.66
Germany,1969-06,41.54
Germany,1969-07,41.57
Germany,1969-08,42.15
Germany,1969-09,42.59
Germany,1969-10,45.26
Germany,1969-11,45.75
Germany,1969-12,45.8
Germany,1970-01,45.8
Germany,1970-02,45.76
Germany,1970-03,45.93
Germany,1970-04,46.33
Germany,1970-05,46.44
Germany,1970-06,46.44
Germany,1970-07,46.44
Germany,1970-08,46.41
Germany,1970-09,46.39
Germany,1970-10,46.37
Germany,1970-11,46.37
Germany,1970-12,46.2
Germany,1971-01,46.25
Germany,1971-02,46.31
Germany,1971-03,46.29
Germany,1971-04,46.25
Germany,1971-05,47.15
Germany,1971-06,47.65
Germany,1971-07,48.09
Germany,1971-08,48.64
Germany,1971-09,48.85
Germany,1971-10,49.04
Germany,1971-11,48.84
Germany,1971-12,48.97
Germany,1972-01,48.63
Germany,1972-02,48.84
Germany,1972-03,48.88
Germany,1972-04,48.84
Germany,1972-05,48.75
Germany,1972-06,48.85
Germany,1972-07,49.1
Germany,1972-08,48.75
Germany,1972-09,48.72
Germany,1972-10,48.69
Germany,1972-11,48.83
Germany,1972-12,48.97
Germany,1973-01,48.93
Germany,1973-02,49.68
Germany,1973-03,51.07
Germany,1973-04,51.35
Germany,1973-05,51.63
Germany,1973-06,54.4
Germany,1973-07,58.14
Germany,1973-08,57.15
Germany,1973-09,57.18
Germany,1973-10,57.06
Germany,1973-11,55.41
Germany,1973-12,55.2
Germany,1974-01,54.82
Germany,1974-02,55.74
Germany,1974-03,56.43
Germany,1974-04,57.91
Germany,1974-05,58.61
Germany,1974-06,56.58
Germany,1974-07,56.86
Germany,1974-08,56.22
Germany,1974-09,55.76
Germany,1974-10,56.66
Germany,1974-11,57.77
Germany,1974-12,58.25
Germany,1975-01,59.2
Germany,1975-02,59.23
Germany,1975-03,58.97
Germany,1975-04,58.26
Germany,1975-05,58.35
Germany,1975-06,58.52
Germany,1975-07,57.69
Germany,1975-08,56.79
Germany,1975-09,56.7
Germany,1975-10,57.27
Germany,1975-11,57.2
Germany,1975-12,56.83
Germany,1976-01,57.36
Germany,1976-02,59.05
Germany,1976-03,60.34
Germany,1976-04,61.65
Germany,1976-05,61.12
Germany,1976-06,61.08
Germany,1976-07,61.1
Germany,1976-08,62.07
Germany,1976-09,62.73
Germany,1976-10,64.47
Germany,1976-11,65.02
Germany,1976-12,65.41
Germany,1977-01,65.33
Germany,1977-02,65.12
Germany,1977-03,65.46
Germany,1977-04,65.82
Germany,1977-05,66.17
Germany,1977-06,66.2
Germany,1977-07,67.75
Germany,1977-08,67.27
Germany,1977-09,67.38
Germany,1977-10,67.84
Germany,1977-11,68.22
Germany,1977-12,69.67
Germany,1978-01,69.66
Germany,1978-02,70.73
Germany,1978-03,71.41
Germany,1978-04,71.01
Germany,1978-05,70.09
Germany,1978-06,69.82
Germany,1978-07,69.31
Germany,1978-08,69.53
Germany,1978-09,69.97
Germany,1978-10,72.33
Germany,1978-11,72.17
Germany,1978-12,72.77
Germany,1979-01,73.32
Germany,1979-02,73.31
Germany,1979-03,73.33
Germany,1979-04,72.81
Germany,1979-05,72.85
Germany,1979-06,73.19
Germany,1979-07,73.65
Germany,1979-08,73.59
Germany,1979-09,74.46
Germany,1979-10,75.32
Germany,1979-11,76.27
Germany,1979-12,76.65
Germany,1980-01,76.63
Germany,1980-02,76.33
Germany,1980-03,75.2
Germany,1980-04,74.86
Germany,1980-05,75.43
Germany,1980-06,75.31
Germany,1980-07,75.65
Germany,1980-08,75.03
Germany,1980-09,74.79
Germany,1980-10,73.72
Germany,1980-11,72.89
Germany,1980-12,72.44
Germany,1981-01,71.62
Germany,1981-02,70.6
Germany,1981-03,72.02
Germany,1981-04,71.96
Germany,1981-05,71.02
Germany,1981-06,70.53
Germany,1981-07,70.39
Germany,1981-08,70.2
Germany,1981-09,71.77
Germany,1981-10,74.07
Germany,1981-11,73.94
Germany,1981-12,73.56
Germany,1982-01,73.57
Germany,1982-02,73.36
Germany,1982-03,74.41
Germany,1982-04,75.07
Germany,1982-05,75.9
Germany,1982-06,76.02
Germany,1982-07,76.28
Germany,1982-08,76.38
Germany,1982-09,76.55
Germany,1982-10,77.14
Germany,1982-11,77.36
Germany,1982-12,78.88
Germany,1983-01,79.15
Germany,1983-02,79.14
Germany,1983-03,80.69
Germany,1983-04,80.65
Germany,1983-05,80.13
Germany,1983-06,79.57
Germany,1983-07,79.32
Germany,1983-08,78.74
Germany,1983-09,79.07
Germany,1983-10,79.94
Germany,1983-11,79.12
Germany,1983-12,78.75
Germany,1984-01,78.38
Germany,1984-02,79.67
Germany,1984-03,80.61
Germany,1984-04,80.21
Germany,1984-05,79.34
Germany,1984-06,79.75
Germany,1984-07,79.32
Germany,1984-08,78.97
Germany,1984-09,78.05
Germany,1984-10,78.0
Germany,1984-11,78.51
Germany,1984-12,77.84
Germany,1985-01,77.86
Germany,1985-02,77.43
Germany,1985-03,77.48
Germany,1985-04,78.51
Germany,1985-05,78.28
Germany,1985-06,78.46
Germany,1985-07,79.16
Germany,1985-08,80.68
Germany,1985-09,80.41
Germany,1985-10,81.63
Germany,1985-11,81.77
Germany,1985-12,82.9
Germany,1986-01,83.88
Germany,1986-02,84.6
Germany,1986-03,85.07
Germany,1986-04,85.11
Germany,1986-05,85.3
Germany,1986-06,85.44
Germany,1986-07,86.3
Germany,1986-08,87.83
Germany,1986-09,88.43
Germany,1986-10,89.45
Germany,1986-11,89.57
Germany,1986-12,90.12
Germany,1987-01,92.03
Germany,1987-02,92.43
Germany,1987-03,91.71
Germany,1987-04,91.36
Germany,1987-05,91.56
Germany,1987-06,91.39
Germany,1987-07,91.24
Germany,1987-08,90.99
Germany,1987-09,91.2
Germany,1987-10,91.26
Germany,1987-11,92.98
Germany,1987-12,93.13
Germany,1988-01,92.7
Germany,1988-02,92.16
Germany,1988-03,92.14
Germany,1988-04,91.85
Germany,1988-05,91.44
Germany,1988-06,90.87
Germany,1988-07,90.1
Germany,1988-08,89.62
Germany,1988-09,90.31
Germany,1988-10,90.47
Germany,1988-11,90.84
Germany,1988-12,90.51
Germany,1989-01,89.45
Germany,1989-02,89.23
Germany,1989-03,89.38
Germany,1989-04,89.44
Germany,1989-05,88.82
Germany,1989-06,89.05
Germany,1989-07,89.7
Germany,1989-08,89.21
Germany,1989-09,89.2
Germany,1989-10,90.79
Germany,1989-11,91.63
Germany,1989-12,93.41
Germany,1990-01,94.03
Germany,1990-02,93.97
Germany,1990-03,93.9
Germany,1990-04,94.14
Germany,1990-05,94.0
Germany,1990-06,93.35
Germany,1990-07,93.37
Germany,1990-08,94.16
Germany,1990-09,94.03
Germany,1990-10,94.27
Germany,1990-11,95.15
Germany,1990-12,95.75
Germany,1991-01,95.23
Germany,1991-02,95.53
Germany,1991-03,94.06
Germany,1991-04,92.27
Germany,1991-05,92.32
Germany,1991-06,91.84
Germany,1991-07,91.78
Germany,1991-08,92.34
Germany,1991-09,92.86
Germany,1991-10,92.85
Germany,1991-11,93.98
Germany,1991-12,94.93
Germany,1992-01,94.51
Germany,1992-02,93.97
Germany,1992-03,93.83
Germany,1992-04,93.97
Germany,1992-05,93.88
Germany,1992-06,94.37
Germany,1992-07,95.71
Germany,1992-08,96.66
Germany,1992-09,98.13
Germany,1992-10,99.75
Germany,1992-11,98.4
Germany,1992-12,99.37
Germany,1993-01,99.38
Germany,1993-02,99.69
Germany,1993-03,99.64
Germany,1993-04,99.67
Germany,1993-05,98.75
Germany,1993-06,97.7
Germany,1993-07,97.26
Germany,1993-08,98.71
Germany,1993-09,100.53
Germany,1993-10,100.63
Germany,1993-11,99.21
Germany,1993-12,98.66
Germany,1994-01,97.56
Germany,1994-02,97.17
Germany,1994-03,98.32
Germany,1994-04,97.74
Germany,1994-05,98.59
Germany,1994-06,99.19
Germany,1994-07,100.3
Germany,1994-08,100.72
Germany,1994-09,100.54
Germany,1994-10,100.92
Germany,1994-11,100.79
Germany,1994-12,100.66
Germany,1995-01,101.8
Germany,1995-02,102.88
Germany,1995-03,106.29
Germany,1995-04,106.29
Germany,1995-05,105.03
Germany,1995-06,104.96
Germany,1995-07,105.24
Germany,1995-08,103.79
Germany,1995-09,103.79
Germany,1995-10,105.36
Germany,1995-11,105.04
Germany,1995-12,104.31
Germany,1996-01,103.77
Germany,1996-02,103.68
Germany,1996-03,103.07
Germany,1996-04,102.05
Germany,1996-05,101.08
Germany,1996-06,101.25
Germany,1996-07,101.84
Germany,1996-08,102.51
Germany,1996-09,101.75
Germany,1996-10,100.93
Germany,1996-11,101.03
Germany,1996-12,100.1
Germany,1997-01,99.15
Germany,1997-02,98.39
Germany,1997-03,98.28
Germany,1997-04,97.9
Germany,1997-05,97.64
Germany,1997-06,96.78
Germany,1997-07,95.26
Germany,1997-08,94.99
Germany,1997-09,96.06
Germany,1997-10,96.68
Germany,1997-11,97.31
Germany,1997-12,97.57
Germany,1998-01,97.48
Germany,1998-02,97.16
Germany,1998-03,96.84
Germany,1998-04,97.19
Germany,1998-05,98.35
Germany,1998-06,98.34
Germany,1998-07,98.24
Germany,1998-08,98.85
Germany,1998-09,99.85
Germany,1998-10,100.22
Germany,1998-11,99.39
Germany,1998-12,99.34
Germany,1999-01,98.73
Germany,1999-02,97.78
Germany,1999-03,97.07
Germany,1999-04,96.49
Germany,1999-05,96.3
Germany,1999-06,95.42
Germany,1999-07,95.41
Germany,1999-08,95.72
Germany,1999-09,94.92
Germany,1999-10,95.35
Germany,1999-11,94.23
Germany,1999-12,93.34
Germany,2000-01,93.39
Germany,2000-02,92.84
Germany,2000-03,92.11
Germany,2000-04,91.33
Germany,2000-05,90.48
Germany,2000-06,91.86
Germany,2000-07,91.64
Germany,2000-08,90.51
Germany,2000-09,89.56
Germany,2000-10,89.01
Germany,2000-11,89.36
Germany,2000-12,90.86
Germany,2001-01,92.62
Germany,2001-02,92.17
Germany,2001-03,92.19
Germany,2001-04,91.8
Germany,2001-05,91.04
Germany,2001-06,90.45
Germany,2001-07,90.79
Germany,2001-08,91.93
Germany,2001-09,92.08
Germany,2001-10,92.07
Germany,2001-11,91.48
Germany,2001-12,91.88
Germany,2002-01,91.83
Germany,2002-02,91.46
Germany,2002-03,91.48
Germany,2002-04,91.67
Germany,2002-05,92.29
Germany,2002-06,93.18
Germany,2002-07,93.7
Germany,2002-08,93.45
Germany,2002-09,93.56
Germany,2002-10,93.75
Germany,2002-11,94.12
Germany,2002-12,94.58
Germany,2003-01,95.52
Germany,2003-02,96.07
Germany,2003-03,96.36
Germany,2003-04,96.65
Germany,2003-05,98.27
Germany,2003-06,98.42
Germany,2003-07,97.86
Germany,2003-08,97.34
Germany,2003-09,97.21
Germany,2003-10,97.88
Germany,2003-11,97.84
Germany,2003-12,99.05
Germany,2004-01,99.53
Germany,2004-02,99.44
Germany,2004-03,98.73
Germany,2004-04,97.94
Germany,2004-05,98.36
Germany,2004-06,98.32
Germany,2004-07,98.6
Germany,2004-08,98.55
Germany,2004-09,98.7
Germany,2004-10,99.19
Germany,2004-11,99.69
Germany,2004-12,100.36
Germany,2005-01,99.87
Germany,2005-02,99.63
Germany,2005-03,99.92
Germany,2005-04,99.52
Germany,2005-05,99.02
Germany,2005-06,97.93
Germany,2005-07,98.25
Germany,2005-08,98.55
Germany,2005-09,98.42
Germany,2005-10,98.27
Germany,2005-11,97.99
Germany,2005-12,98.03
Germany,2006-01,98.26
Germany,2006-02,98.02
Germany,2006-03,98.31
Germany,2006-04,98.74
Germany,2006-05,99.13
Germany,2006-06,99.17
Germany,2006-07,99.32
Germany,2006-08,99.49
Germany,2006-09,99.41
Germany,2006-10,99.29
Germany,2006-11,99.62
Germany,2006-12,100.15
Germany,2007-01,99.94
Germany,2007-02,100.17
Germany,2007-03,100.48
Germany,2007-04,101.01
Germany,2007-05,101.11
Germany,2007-06,100.93
Germany,2007-07,101.28
Germany,2007-08,101.02
Germany,2007-09,101.49
Germany,2007-10,102.03
Germany,2007-11,102.68
Germany,2007-12,102.87
Germany,2008-01,103.04
Germany,2008-02,102.95
Germany,2008-03,104.01
Germany,2008-04,104.74
Germany,2008-05,104.69
Germany,2008-06,104.8
Germany,2008-07,105.15
Germany,2008-08,104.22
Germany,2008-09,103.43
Germany,2008-10,101.67
Germany,2008-11,101.18
Germany,2008-12,102.99
Germany,2009-01,102.51
Germany,2009-02,101.79
Germany,2009-03,102.98
Germany,2009-04,102.73
Germany,2009-05,102.9
Germany,2009-06,103.36
Germany,2009-07,103.41
Germany,2009-08,103.47
Germany,2009-09,103.85
Germany,2009-10,104.23
Germany,2009-11,104.15
Germany,2009-12,103.68
Germany,2010-01,102.78
Germany,2010-02,101.63
Germany,2010-03,101.41
Germany,2010-04,100.86
Germany,2010-05,99.25
Germany,2010-06,98.22
Germany,2010-07,98.95
Germany,2010-08,98.8
Germany,2010-09,98.89
Germany,2010-10,100.5
Germany,2010-11,99.93
Germany,2010-12,98.8
Germany,2011-01,98.8
Germany,2011-02,99.36
Germany,2011-03,100.08
Germany,2011-04,100.99
Germany,2011-05,100.42
Germany,2011-06,100.36
Germany,2011-07,99.79
Germany,2011-08,99.51
Germany,2011-09,99.06
Germany,2011-10,99.2
Germany,2011-11,98.88
Germany,2011-12,98.08
Germany,2012-01,97.2
Germany,2012-02,97.76
Germany,2012-03,97.99
Germany,2012-04,97.74
Germany,2012-05,96.92
Germany,2012-06,96.44
Germany,2012-07,95.61
Germany,2012-08,95.65
Germany,2012-09,96.6
Germany,2012-10,96.95
Germany,2012-11,96.7
Germany,2012-12,97.47
Germany,2013-01,98.35
Germany,2013-02,99.07
Germany,2013-03,98.42
Germany,2013-04,98.66
Germany,2013-05,98.9
Germany,2013-06,99.24
Germany,2013-07,99.3
Germany,2013-08,99.61
Germany,2013-09,99.46
Germany,2013-10,99.9
Germany,2013-11,99.76
Germany,2013-12,100.37
Germany,2014-01,100.24
Germany,2014-02,100.18
Germany,2014-03,100.55
Germany,2014-04,100.4
Germany,2014-05,100.07
Germany,2014-06,99.67
Germany,2014-07,99.46
Germany,2014-08,99.14
Germany,2014-09,98.5
Germany,2014-10,98.21
Germany,2014-11,98.31
Germany,2014-12,98.3
Germany,2015-01,96.16
Germany,2015-02,95.19
Germany,2015-03,93.93
Germany,2015-04,93.57
Germany,2015-05,94.34
Germany,2015-06,94.73
Germany,2015-07,94.33
Germany,2015-08,95.09
Germany,2015-09,95.49
Germany,2015-10,95.35
Germany,2015-11,94.08
Germany,2015-12,94.66
Germany,2016-01,95.02
Germany,2016-02,95.66
Germany,2016-03,95.38
Germany,2016-04,95.68
Germany,2016-05,95.65
Germany,2016-06,95.34
Germany,2016-07,95.36
Germany,2016-08,95.58
Germany,2016-09,95.62
Germany,2016-10,95.75
Germany,2016-11,95.3
Germany,2016-12,94.84
Germany,2017-01,95.01
Germany,2017-02,94.7
Germany,2017-03,94.96
Germany,2017-04,94.78
Germany,2017-05,95.82
Germany,2017-06,96.34
Germany,2017-07,97.08
Germany,2017-08,97.94
Germany,2017-09,98.05
Germany,2017-10,97.89
Germany,2017-11,97.89
Germany,2017-12,98.08
Germany,2018-01,98.56
Germany,2018-02,98.74
Germany,2018-03,98.76
Germany,2018-04,98.75
Germany,2018-05,97.97
Germany,2018-06,97.65
Germany,2018-07,97.95
Germany,2018-08,97.67
Germany,2018-09,97.85
Germany,2018-10,97.51
Germany,2018-11,97.21
Germany,2018-12,97.34
Germany,2019-01,97.16
Germany,2019-02,97.02
Germany,2019-03,96.82
Germany,2019-04,96.76
Germany,2019-05,96.87
Germany,2019-06,97.07
Germany,2019-07,96.88
Germany,2019-08,96.85
Germany,2019-09,96.35
Germany,2019-10,96.37
Germany,2019-11,96.15
Germany,2019-12,96.12
Germany,2020-01,96.01
Germany,2020-02,95.61
Germany,2020-03,96.64
Germany,2020-04,96.03
Germany,2020-05,96.09
Germany,2020-06,96.87
Germany,2020-07,97.24
Germany,2020-08,97.9
Germany,2020-09,97.9
Germany,2020-10,97.71
Germany,2020-11,97.57
Germany,2020-12,98.19
Germany,2021-01,98.0
Germany,2021-02,97.78
Germany,2021-03,97.56
Germany,2021-04,97.68
Germany,2021-05,97.97
Germany,2021-06,97.76
Germany,2021-07,97.4
Germany,2021-08,97.24
Germany,2021-09,97.33
Germany,2021-10,96.86
Germany,2021-11,96.44
Germany,2021-12,96.25
