Date,Close,Name
2021-12-07 00:00:00-05:00,57.87765884399414,BUD
2021-12-08 00:00:00-05:00,57.2834358215332,BUD
2021-12-09 00:00:00-05:00,56.8476676940918,BUD
2021-12-10 00:00:00-05:00,57.36266326904297,BUD
2021-12-13 00:00:00-05:00,57.105167388916016,BUD
2021-12-14 00:00:00-05:00,57.2933349609375,BUD
2021-12-15 00:00:00-05:00,57.402278900146484,BUD
2021-12-16 00:00:00-05:00,58.82842254638672,BUD
2021-12-17 00:00:00-05:00,59.21467208862305,BUD
2021-12-20 00:00:00-05:00,58.046024322509766,BUD
2021-12-21 00:00:00-05:00,59.44245529174805,BUD
2021-12-22 00:00:00-05:00,59.808895111083984,BUD
2021-12-23 00:00:00-05:00,60.18524169921875,BUD
2021-12-27 00:00:00-05:00,60.10600662231445,BUD
2021-12-28 00:00:00-05:00,59.680145263671875,BUD
2021-12-29 00:00:00-05:00,59.680145263671875,BUD
2021-12-30 00:00:00-05:00,59.96735763549805,BUD
2021-12-31 00:00:00-05:00,59.96735763549805,BUD
2022-01-03 00:00:00-05:00,62.740413665771484,BUD
2022-01-04 00:00:00-05:00,62.552242279052734,BUD
2022-01-05 00:00:00-05:00,62.03724670410156,BUD
2022-01-06 00:00:00-05:00,61.53215408325195,BUD
2022-01-07 00:00:00-05:00,62.32445526123047,BUD
2022-01-10 00:00:00-05:00,63.97838592529297,BUD
2022-01-11 00:00:00-05:00,64.17646789550781,BUD
2022-01-12 00:00:00-05:00,63.74069595336914,BUD
2022-01-13 00:00:00-05:00,65.7016372680664,BUD
2022-01-14 00:00:00-05:00,67.14759826660156,BUD
2022-01-18 00:00:00-05:00,66.22654724121094,BUD
2022-01-19 00:00:00-05:00,65.26587677001953,BUD
2022-01-20 00:00:00-05:00,64.95885467529297,BUD
2022-01-21 00:00:00-05:00,64.50328063964844,BUD
2022-01-24 00:00:00-05:00,64.0477066040039,BUD
2022-01-25 00:00:00-05:00,64.0576171875,BUD
2022-01-26 00:00:00-05:00,62.96820068359375,BUD
2022-01-27 00:00:00-05:00,63.17618179321289,BUD
2022-01-28 00:00:00-05:00,62.27493667602539,BUD
2022-01-31 00:00:00-05:00,62.46310806274414,BUD
2022-02-01 00:00:00-05:00,63.05733108520508,BUD
2022-02-02 00:00:00-05:00,63.245506286621094,BUD
2022-02-03 00:00:00-05:00,61.15581130981445,BUD
2022-02-04 00:00:00-05:00,60.56158447265625,BUD
2022-02-07 00:00:00-05:00,60.898311614990234,BUD
2022-02-08 00:00:00-05:00,61.47272872924805,BUD
2022-02-09 00:00:00-05:00,61.26475143432617,BUD
2022-02-10 00:00:00-05:00,63.067237854003906,BUD
2022-02-11 00:00:00-05:00,61.967918395996094,BUD
2022-02-14 00:00:00-05:00,61.205326080322266,BUD
2022-02-15 00:00:00-05:00,61.987728118896484,BUD
2022-02-16 00:00:00-05:00,63.60204315185547,BUD
2022-02-17 00:00:00-05:00,62.552242279052734,BUD
2022-02-18 00:00:00-05:00,62.44329833984375,BUD
2022-02-22 00:00:00-05:00,60.838890075683594,BUD
2022-02-23 00:00:00-05:00,62.047149658203125,BUD
2022-02-24 00:00:00-05:00,61.44301986694336,BUD
2022-02-25 00:00:00-05:00,65.41443634033203,BUD
2022-02-28 00:00:00-05:00,61.235042572021484,BUD
2022-03-01 00:00:00-05:00,58.47188949584961,BUD
2022-03-02 00:00:00-05:00,58.37284851074219,BUD
2022-03-03 00:00:00-05:00,57.6003532409668,BUD
2022-03-04 00:00:00-05:00,55.33238983154297,BUD
2022-03-07 00:00:00-05:00,52.440486907958984,BUD
2022-03-08 00:00:00-05:00,53.11394500732422,BUD
2022-03-09 00:00:00-05:00,56.639686584472656,BUD
2022-03-10 00:00:00-05:00,55.490848541259766,BUD
2022-03-11 00:00:00-05:00,55.372005462646484,BUD
2022-03-14 00:00:00-04:00,56.49113082885742,BUD
2022-03-15 00:00:00-04:00,56.837764739990234,BUD
2022-03-16 00:00:00-04:00,59.095821380615234,BUD
2022-03-17 00:00:00-04:00,59.14534378051758,BUD
2022-03-18 00:00:00-04:00,60.02677917480469,BUD
2022-03-21 00:00:00-04:00,59.45235824584961,BUD
2022-03-22 00:00:00-04:00,59.680145263671875,BUD
2022-03-23 00:00:00-04:00,58.14506149291992,BUD
2022-03-24 00:00:00-04:00,58.56101989746094,BUD
2022-03-25 00:00:00-04:00,58.93736267089844,BUD
2022-03-28 00:00:00-04:00,59.73957061767578,BUD
2022-03-29 00:00:00-04:00,61.235042572021484,BUD
2022-03-30 00:00:00-04:00,60.79927444458008,BUD
2022-03-31 00:00:00-04:00,59.48207473754883,BUD
2022-04-01 00:00:00-04:00,60.63091278076172,BUD
2022-04-04 00:00:00-04:00,61.215232849121094,BUD
2022-04-05 00:00:00-04:00,60.21495056152344,BUD
2022-04-06 00:00:00-04:00,59.17505645751953,BUD
2022-04-07 00:00:00-04:00,57.907371520996094,BUD
2022-04-08 00:00:00-04:00,58.214385986328125,BUD
2022-04-11 00:00:00-04:00,57.927181243896484,BUD
2022-04-12 00:00:00-04:00,57.39237594604492,BUD
2022-04-13 00:00:00-04:00,58.01631546020508,BUD
2022-04-14 00:00:00-04:00,58.214385986328125,BUD
2022-04-18 00:00:00-04:00,58.15496826171875,BUD
2022-04-19 00:00:00-04:00,58.62044143676758,BUD
2022-04-20 00:00:00-04:00,60.898311614990234,BUD
2022-04-21 00:00:00-04:00,60.848793029785156,BUD
2022-04-22 00:00:00-04:00,58.739288330078125,BUD
2022-04-25 00:00:00-04:00,58.98688507080078,BUD
2022-04-26 00:00:00-04:00,57.68948745727539,BUD
2022-04-27 00:00:00-04:00,56.90708923339844,BUD
2022-04-28 00:00:00-04:00,57.41218566894531,BUD
2022-04-29 00:00:00-04:00,56.897186279296875,BUD
2022-05-02 00:00:00-04:00,55.887001037597656,BUD
2022-05-03 00:00:00-04:00,56.849998474121094,BUD
2022-05-04 00:00:00-04:00,58.33000183105469,BUD
2022-05-05 00:00:00-04:00,57.08000183105469,BUD
2022-05-06 00:00:00-04:00,55.0,BUD
2022-05-09 00:00:00-04:00,54.06999969482422,BUD
2022-05-10 00:00:00-04:00,54.65999984741211,BUD
2022-05-11 00:00:00-04:00,54.709999084472656,BUD
2022-05-12 00:00:00-04:00,54.029998779296875,BUD
2022-05-13 00:00:00-04:00,56.0099983215332,BUD
2022-05-16 00:00:00-04:00,56.66999816894531,BUD
2022-05-17 00:00:00-04:00,57.63999938964844,BUD
2022-05-18 00:00:00-04:00,55.22999954223633,BUD
2022-05-19 00:00:00-04:00,54.060001373291016,BUD
2022-05-20 00:00:00-04:00,54.27000045776367,BUD
2022-05-23 00:00:00-04:00,55.529998779296875,BUD
2022-05-24 00:00:00-04:00,55.2400016784668,BUD
2022-05-25 00:00:00-04:00,56.099998474121094,BUD
2022-05-26 00:00:00-04:00,56.47999954223633,BUD
2022-05-27 00:00:00-04:00,56.650001525878906,BUD
2022-05-31 00:00:00-04:00,56.70000076293945,BUD
2022-06-01 00:00:00-04:00,55.06999969482422,BUD
2022-06-02 00:00:00-04:00,55.65999984741211,BUD
