Date,BUD,ADDYY,MCD,KO
2021-12-07 00:00:00-05:00,57.87765884399414,146.19509887695312,254.2164306640625,53.623531341552734
2021-12-08 00:00:00-05:00,57.2834358215332,146.27352905273438,253.8936767578125,53.41956329345703
2021-12-09 00:00:00-05:00,56.8476676940918,142.87158203125,256.5932312011719,53.28358459472656
2021-12-10 00:00:00-05:00,57.36266326904297,141.88140869140625,259.16558837890625,54.662784576416016
2021-12-13 00:00:00-05:00,57.105167388916016,139.68533325195312,257.3267822265625,56.100257873535156
2021-12-14 00:00:00-05:00,57.2933349609375,137.2539825439453,256.7692565917969,56.139102935791016
2021-12-15 00:00:00-05:00,57.402278900146484,140.29318237304688,258.7254333496094,56.39163589477539
2021-12-16 00:00:00-05:00,58.82842254638672,138.79319763183594,259.73284912109375,56.964683532714844
2021-12-17 00:00:00-05:00,59.21467208862305,138.1559295654297,255.96725463867188,56.07111740112305
2021-12-20 00:00:00-05:00,58.046024322509766,136.49908447265625,255.99656677246094,55.88657760620117
2021-12-21 00:00:00-05:00,59.44245529174805,137.1853485107422,258.59832763671875,56.10996627807617
2021-12-22 00:00:00-05:00,59.808895111083984,138.73435974121094,259.1362609863281,56.50818634033203
2021-12-23 00:00:00-05:00,60.18524169921875,139.47946166992188,260.1241455078125,56.54703903198242
2021-12-27 00:00:00-05:00,60.10600662231445,141.03826904296875,262.36395263671875,56.964683532714844
2021-12-28 00:00:00-05:00,59.680145263671875,140.9108123779297,262.0118408203125,57.188072204589844
2021-12-29 00:00:00-05:00,59.680145263671875,141.37159729003906,262.60845947265625,57.25606155395508
2021-12-30 00:00:00-05:00,59.96735763549805,140.21475219726562,261.35650634765625,57.090946197509766
2021-12-31 00:00:00-05:00,59.96735763549805,141.17552185058594,262.19769287109375,57.50858688354492
2022-01-03 00:00:00-05:00,62.740413665771484,144.26373291015625,262.69647216796875,57.59600067138672
2022-01-04 00:00:00-05:00,62.552242279052734,143.18531799316406,262.6280822753906,58.557552337646484
2022-01-05 00:00:00-05:00,62.03724670410156,142.44021606445312,261.33697509765625,59.04318618774414
2022-01-06 00:00:00-05:00,61.53215408325195,140.1265106201172,263.7821960449219,58.732383728027344
2022-01-07 00:00:00-05:00,62.32445526123047,138.0677032470703,261.2098083496094,58.596405029296875
2022-01-10 00:00:00-05:00,63.97838592529297,138.6265106201172,258.61785888671875,58.69353485107422
2022-01-11 00:00:00-05:00,64.17646789550781,142.81277465820312,256.3780212402344,58.712955474853516
2022-01-12 00:00:00-05:00,63.74069595336914,142.7245330810547,255.204345703125,58.80036926269531
2022-01-13 00:00:00-05:00,65.7016372680664,142.7735595703125,255.68357849121094,59.1500244140625
2022-01-14 00:00:00-05:00,67.14759826660156,142.30296325683594,252.06460571289062,59.62594985961914
2022-01-18 00:00:00-05:00,66.22654724121094,141.35198974609375,250.86158752441406,59.1500244140625
2022-01-19 00:00:00-05:00,65.26587677001953,141.2833709716797,249.62918090820312,59.24715042114258
2022-01-20 00:00:00-05:00,64.95885467529297,141.08729553222656,247.5849609375,59.004337310791016
2022-01-21 00:00:00-05:00,64.50328063964844,138.675537109375,249.01296997070312,58.712955474853516
2022-01-24 00:00:00-05:00,64.0477066040039,136.99908447265625,248.054443359375,58.237037658691406
2022-01-25 00:00:00-05:00,64.0576171875,133.0481414794922,245.18862915039062,58.1010627746582
2022-01-26 00:00:00-05:00,62.96820068359375,133.7736053466797,244.37681579589844,57.88738250732422
2022-01-27 00:00:00-05:00,63.17618179321289,132.27362060546875,243.2911376953125,57.935951232910156
2022-01-28 00:00:00-05:00,62.27493667602539,129.87168884277344,250.48011779785156,59.09174728393555
2022-01-31 00:00:00-05:00,62.46310806274414,133.85205078125,253.7665252685547,59.25686264038086
2022-02-01 00:00:00-05:00,63.05733108520508,135.19517517089844,253.31658935546875,58.819801330566406
2022-02-02 00:00:00-05:00,63.245506286621094,137.5382843017578,256.5345153808594,59.42198181152344
2022-02-03 00:00:00-05:00,61.15581130981445,135.26380920410156,254.93048095703125,59.83962631225586
2022-02-04 00:00:00-05:00,60.56158447265625,135.97947692871094,254.36312866210938,59.20830154418945
2022-02-07 00:00:00-05:00,60.898311614990234,134.8226318359375,254.1577606201172,59.82991027832031
2022-02-08 00:00:00-05:00,61.47272872924805,134.48928833007812,254.38270568847656,60.218414306640625
2022-02-09 00:00:00-05:00,61.26475143432617,137.5382843017578,254.16751098632812,59.286006927490234
2022-02-10 00:00:00-05:00,63.067237854003906,135.1461639404297,251.2430419921875,59.616233825683594
2022-02-11 00:00:00-05:00,61.967918395996094,129.26385498046875,249.57049560546875,58.557552337646484
