Country Code,Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GBR,United Kingdom,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,42.74880535,42.39425731,41.3413407,47.18089931,58.42107662,52.45830847,57.09054075,58.58321332,54.65711366,54.33931392,50.9995763,49.08843042,49.31412145,50.51144919,55.08452266,54.62411089,50.23522279,49.60760607,47.09923466,48.41007922,47.97664653,45.05246649,46.0386063,49.4590055,51.58275715,50.6317186,51.88023148,50.68387598,48.99010135,49.3111126,52.15229859,52.67275703,51.21906756,50.08531949,50.19054351,52.4626051,56.60754021,52.72398178,56.22129011,54.17456587,58.25418141,62.43200845,61.10558252,60.85469466,57.98385214,55.91625104,58.0792884,61.3547574,62.3142229,62.92726899,56.428977,55.23630438
